formattedAddress,addressLine1,city,state,zipCode,price,lastSeen,createdDate,rawAddress,county,propertyType,listedDate,status,removedDate,daysOnMarket,id,latitude,longitude,bathrooms,bedrooms,addressLine2,squareFootage,yearBuilt,lotSize
"5496 S Hyde Park Blvd, Apt 1202, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1076,2022-10-01T03:00:08.305Z,2022-06-14T03:36:52.429Z,,Cook County,Apartment,2022-09-26T08:52:38.000Z,Inactive,2022-10-08T03:40:05.257Z,12,"5496-S-Hyde-Park-Blvd,-Apt-1202,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1202,450,,
"5496 S Hyde Park Blvd, Apt 1007, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1188,2022-09-22T02:29:20.141Z,2022-02-23T03:20:27.686Z,,Cook County,Apartment,2022-09-21T08:56:59.000Z,Inactive,2022-09-29T03:30:27.500Z,8,"5496-S-Hyde-Park-Blvd,-Apt-1007,-Chicago,-IL-60615",41.795574,-87.584386,1,,Apt 1007,450,,
"1642 E 56th St, Apt 1214, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1525,2022-09-17T02:53:33.139Z,2022-07-03T03:33:17.270Z,,Cook County,Apartment,2022-09-14T22:02:50.000Z,Inactive,2022-09-24T03:29:52.931Z,10,"1642-E-56th-St,-Apt-1214,-Chicago,-IL-60637",41.793838,-87.584661,1,,Apt 1214,546,,
"5501 S Cornell Ave, Unit 0A, Chicago, IL 60637",5501 S Cornell Ave,Chicago,IL,60637,1200,2022-09-15T01:52:49.149Z,2022-09-15T01:39:20.468Z,,Cook County,Apartment,2022-09-14T22:02:50.000Z,Inactive,2022-09-22T03:29:34.956Z,8,"5501-S-Cornell-Ave,-Unit-0A,-Chicago,-IL-60637",41.795052,-87.584988,1,,Unit 0A,,,
"5496 S Hyde Park Blvd, Apt 702, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,898,2022-09-10T03:08:02.396Z,2022-09-05T01:04:21.257Z,,Cook County,Apartment,2022-09-04T22:02:23.000Z,Inactive,2022-09-17T03:28:12.281Z,13,"5496-S-Hyde-Park-Blvd,-Apt-702,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 702,450,,
"5496 S Hyde Park Blvd, Apt 709, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,893,2022-09-10T02:57:08.826Z,2022-07-11T03:32:19.050Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-09-17T03:28:12.281Z,9,"5496-S-Hyde-Park-Blvd,-Apt-709,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 709,525,,
"5496 S Hyde Park Blvd, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1197,2022-09-08T03:25:55.107Z,2019-11-07T10:05:46.208Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5496-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.795574,-87.584387,,,,,1926,
"1616 E 56th St, Chicago, IL 60637",1616 E 56th St,Chicago,IL,60637,2700,2022-09-08T03:25:43.361Z,2019-11-07T10:05:48.499Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"1616-E-56th-St,-Chicago,-IL-60637",41.79376,-87.58587,1,3,,,2018,
"5540 S Hyde Park Blvd, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,675,2022-09-08T03:25:41.087Z,2019-08-07T12:43:27.328Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5540-S-Hyde-Park-Blvd,-Chicago,-IL-60637",41.794034,-87.58427,1,0,,,1938,
"5480 S Cornell Ave, Chicago, IL 60615",5480 S Cornell Ave,Chicago,IL,60615,825,2022-09-08T03:25:31.877Z,2019-11-07T10:07:16.568Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5480-S-Cornell-Ave,-Chicago,-IL-60615",41.795815,-87.58604,1,0,,,1923,
"5540 S Hyde Park Blvd, Apt 225, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,795,2022-09-07T03:24:51.436Z,2022-09-07T03:24:51.436Z,,Cook County,Apartment,2022-09-07T03:24:51.436Z,Inactive,2022-09-14T03:28:09.920Z,8,"5540-S-Hyde-Park-Blvd,-Apt-225,-Chicago,-IL-60637",41.794035,-87.58427,1,,Apt 225,350,,
"5496 S Hyde Park Blvd, Apt 509, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,959,2022-09-04T03:14:49.280Z,2022-08-15T01:47:01.744Z,,Cook County,Apartment,2022-08-17T08:20:33.000Z,Inactive,2022-09-11T03:27:22.425Z,25,"5496-S-Hyde-Park-Blvd,-Apt-509,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 509,525,,
"5496 S Hyde Park Blvd, Apt 1206, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1293,2022-09-01T03:22:49.155Z,2022-06-07T03:36:39.904Z,,Cook County,Apartment,2022-07-10T21:17:48.000Z,Inactive,2022-09-08T03:26:27.399Z,60,"5496-S-Hyde-Park-Blvd,-Apt-1206,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 1206,575,,
"5460 S Cornell Ave, Apt 3W, Chicago, IL 60615",5460 S Cornell Ave,Chicago,IL,60615,1450,2022-08-18T02:40:46.967Z,2022-08-18T02:40:46.967Z,,Cook County,Condo,2022-08-16T20:07:19.000Z,Inactive,2022-08-25T03:23:26.413Z,9,"5460-S-Cornell-Ave,-Apt-3W,-Chicago,-IL-60615",41.796449,-87.586001,1,2,Apt 3W,900,1920,
"5528-32 S Cornell Ave, Unit 30F3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-08-17T02:41:59.759Z,2022-08-12T00:26:00.123Z,,Cook County,Apartment,2022-08-11T21:11:07.000Z,Inactive,2022-08-24T03:23:16.331Z,13,"5528-32-S-Cornell-Ave,-Unit-30F3,-Chicago,-IL-60637",41.794445,-87.585416,1,,Unit 30F3,,,
"5507 5509 S Hyde Park Blvd, Chicago, IL 60637",5507 5509 S Hyde Park Blvd,Chicago,IL,60637,4750,2022-08-06T09:50:59.281Z,2020-06-27T20:03:45.037Z,,Cook County,Single Family,2021-06-20T02:49:48.132Z,Inactive,2022-08-14T03:23:48.545Z,421,"5507-5509-S-Hyde-Park-Blvd,-Chicago,-IL-60637",41.794895,-87.583918,1,6,,,,
"1642 E 56th St, Apt 1014, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1661,2022-08-06T09:45:24.763Z,2022-07-28T02:37:56.253Z,,Cook County,Apartment,2022-07-28T02:37:56.253Z,Inactive,2022-08-14T03:23:48.545Z,18,"1642-E-56th-St,-Apt-1014,-Chicago,-IL-60637",41.793838,-87.584661,1,,Apt 1014,546,,
"1642 E 56th St, Apt 1109, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1495,2022-08-06T09:45:24.754Z,2022-07-28T02:44:42.992Z,,Cook County,Apartment,2022-07-28T02:44:42.992Z,Inactive,2022-08-14T03:23:48.545Z,18,"1642-E-56th-St,-Apt-1109,-Chicago,-IL-60637",41.793838,-87.584661,1,,Apt 1109,514,,
"1642 E 56th St, Apt 709, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1475,2022-08-06T09:45:24.753Z,2022-07-28T03:19:23.032Z,,Cook County,Apartment,2022-07-28T03:19:23.032Z,Inactive,2022-08-14T03:23:48.545Z,18,"1642-E-56th-St,-Apt-709,-Chicago,-IL-60637",41.793838,-87.584661,1,,Apt 709,514,,
"5540 S Hyde Park Blvd, Apt 725, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,795,2022-08-06T09:43:31.100Z,2022-07-23T02:20:41.523Z,,Cook County,Apartment,2022-07-23T02:20:41.523Z,Inactive,2022-08-14T03:23:48.545Z,23,"5540-S-Hyde-Park-Blvd,-Apt-725,-Chicago,-IL-60637",41.794035,-87.58427,1,,Apt 725,250,,
"5540 S Hyde Park Blvd, Apt 431, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,759,2022-08-06T09:43:31.099Z,2020-12-04T03:35:57.645Z,,Cook County,Apartment,2021-02-20T03:26:03.066Z,Inactive,2022-08-14T03:23:48.545Z,540,"5540-S-Hyde-Park-Blvd,-Apt-431,-Chicago,-IL-60637",41.794035,-87.58427,1,,Apt 431,250,,
"5540 S Hyde Park Blvd, Apt 216, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,725,2022-08-06T09:43:31.095Z,2021-09-09T02:44:30.585Z,,Cook County,Apartment,2021-09-09T02:44:30.585Z,Inactive,2022-08-14T03:23:48.545Z,340,"5540-S-Hyde-Park-Blvd,-Apt-216,-Chicago,-IL-60637",41.794035,-87.58427,1,,Apt 216,250,,
"5493 S Cornell Ave, Chicago, IL 60615",5493 S Cornell Ave,Chicago,IL,60615,1050,2022-08-06T09:40:32.218Z,2019-11-02T07:17:12.607Z,,Cook County,Single Family,2021-09-08T02:43:48.613Z,Inactive,2022-08-14T03:23:48.545Z,341,"5493-S-Cornell-Ave,-Chicago,-IL-60615",41.79508,-87.5857,1,3,,,,
"5487 5491 S Hyde Park Blvd, Chicago, IL 60615",5487 5491 S Hyde Park Blvd,Chicago,IL,60615,3495,2022-08-06T09:30:52.860Z,2020-06-27T06:55:12.300Z,,Cook County,Single Family,2022-05-25T03:40:58.775Z,Inactive,2022-08-14T03:23:48.545Z,81,"5487-5491-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.795523,-87.583928,1,4,,,,
"1642 E 56th St, Apt 716, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,2008,2022-08-06T09:22:10.580Z,2022-08-05T09:00:54.768Z,,Cook County,Apartment,2022-08-05T09:00:54.768Z,Inactive,2022-08-14T03:23:48.545Z,9,"1642-E-56th-St,-Apt-716,-Chicago,-IL-60637",41.793838,-87.584661,1,1,Apt 716,685,,
"5474 5480 S Hyde Park Blvd, Chicago, IL 60615",5474 5480 S Hyde Park Blvd,Chicago,IL,60615,1365,2022-08-06T09:15:42.061Z,2020-06-26T19:10:36.764Z,,Cook County,Single Family,2021-06-17T03:23:37.125Z,Inactive,2022-08-14T03:23:48.545Z,424,"5474-5480-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.795917,-87.584388,1,1,,,,
"5468 70 S Hyde Park Blvd, Chicago, IL 60615",5468 70 S Hyde Park Blvd,Chicago,IL,60615,2955,2022-08-06T09:01:34.541Z,2022-07-10T02:23:40.738Z,,Cook County,Single Family,2022-07-10T02:23:40.738Z,Inactive,2022-08-14T03:23:48.545Z,36,"5468-70-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.796121,-87.584394,1,4,,,,
"5508 S Cornell Ave, Chicago, IL 60637",5508 S Cornell Ave,Chicago,IL,60637,3250,2022-08-06T09:01:34.522Z,2022-05-24T03:49:40.245Z,,Cook County,Single Family,2022-05-24T03:49:40.245Z,Inactive,2022-08-14T03:23:48.545Z,82,"5508-S-Cornell-Ave,-Chicago,-IL-60637",41.794899,-87.58611,1,4,,,,
"1642 E 56th St, Apt 220, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1795,2022-08-06T08:32:29.853Z,2022-07-28T02:53:31.639Z,,Cook County,Apartment,2022-07-28T02:53:31.639Z,Inactive,2022-08-14T03:23:48.545Z,18,"1642-E-56th-St,-Apt-220,-Chicago,-IL-60637",41.793838,-87.584661,1,1,Apt 220,768,,
"5510 S Hyde Park Blvd, Apt 1, Chicago, IL 60637",5510 S Hyde Park Blvd,Chicago,IL,60637,3800,2022-08-06T01:01:28.152Z,2022-06-13T02:53:18.125Z,,Cook County,Condo,2022-06-13T02:53:18.125Z,Inactive,2022-08-13T03:22:18.385Z,62,"5510-S-Hyde-Park-Blvd,-Apt-1,-Chicago,-IL-60637",41.79498,-87.584375,2,3,Apt 1,2100,1920,
"1642 E 56th St, Apt 418, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1800,2022-07-28T03:19:27.644Z,2022-07-28T03:19:23.032Z,,Cook County,Apartment,2022-07-28T03:19:23.032Z,Inactive,2022-08-12T04:45:53.571Z,16,"1642-E-56th-St,-Apt-418,-Chicago,-IL-60637",41.793838,-87.584661,1,1,Apt 418,643,,
"1642 E 56th St, Apt 312, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,2350,2022-07-28T02:53:31.649Z,2022-07-28T02:53:31.649Z,,Cook County,Apartment,2022-07-28T02:53:31.649Z,Inactive,2022-08-12T04:44:28.628Z,16,"1642-E-56th-St,-Apt-312,-Chicago,-IL-60637",41.793838,-87.584661,2,2,Apt 312,1039,,
"1642 E 56th St, Apt 1007, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,2500,2022-07-28T02:44:43.021Z,2022-07-28T02:44:43.021Z,,Cook County,Apartment,2022-07-28T02:44:43.021Z,Inactive,2022-08-12T04:44:28.628Z,16,"1642-E-56th-St,-Apt-1007,-Chicago,-IL-60637",41.793838,-87.584661,2,2,Apt 1007,1039,,
"5496 S Hyde Park Blvd, Apt 707, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1351,2022-11-16T03:43:08.445Z,2022-02-23T02:56:24.386Z,,Cook County,Apartment,2022-10-08T22:03:17.000Z,Active,,39,"5496-S-Hyde-Park-Blvd,-Apt-707,-Chicago,-IL-60615",41.795574,-87.584386,1,,Apt 707,450,,
"5532 S Everett Ave, Apt 2B, Chicago, IL 60637",5532 S Everett Ave,Chicago,IL,60637,1300,2022-11-16T03:42:21.298Z,2022-09-30T01:03:16.269Z,,Cook County,Apartment,2022-10-13T09:02:46.000Z,Active,,34,"5532-S-Everett-Ave,-Apt-2B,-Chicago,-IL-60637",41.79428,-87.582948,1,1,Apt 2B,,,
"5496 S Hyde Park Blvd, Apt 302, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1223,2022-11-16T03:40:38.005Z,2022-10-15T02:23:03.633Z,,Cook County,Apartment,2022-10-16T21:47:00.000Z,Active,,31,"5496-S-Hyde-Park-Blvd,-Apt-302,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 302,,,
"5496 S Hyde Park Blvd, Apt 308, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1255,2022-11-16T03:14:04.486Z,2022-11-05T01:21:32.992Z,,Cook County,Apartment,2022-11-05T09:03:27.000Z,Active,,11,"5496-S-Hyde-Park-Blvd,-Apt-308,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 308,,,
"5496 S Hyde Park Blvd, Apt 1008, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1319,2022-11-15T03:47:18.915Z,2022-09-26T01:45:01.183Z,,Cook County,Apartment,2022-09-27T22:02:29.000Z,Active,,49,"5496-S-Hyde-Park-Blvd,-Apt-1008,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1008,525,,
"5496 S Hyde Park Blvd, Apt 901, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1711,2022-11-15T03:44:22.315Z,2022-09-17T02:35:20.023Z,,Cook County,Apartment,2022-10-05T09:00:32.000Z,Active,,41,"5496-S-Hyde-Park-Blvd,-Apt-901,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 901,875,,
"5528-32 S Cornell Ave, Unit 30A3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-15T03:02:48.234Z,2022-11-13T03:27:10.089Z,,Cook County,Apartment,2022-11-13T09:03:31.000Z,Active,,2,"5528-32-S-Cornell-Ave,-Unit-30A3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30A3,,,
"5528-32 S Cornell Ave, Unit 30D3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-11-07T03:32:10.889Z,2022-10-28T01:25:18.004Z,,Cook County,Apartment,2022-10-25T21:56:37.000Z,Inactive,2022-11-14T03:46:37.066Z,20,"5528-32-S-Cornell-Ave,-Unit-30D3,-Chicago,-IL-60637",41.794338,-87.58567,1,,Unit 30D3,,,
"5496 S Hyde Park Blvd, Apt 1207, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1285,2022-11-05T03:46:14.043Z,2022-09-23T02:03:24.610Z,,Cook County,Apartment,2022-09-22T09:03:16.000Z,Inactive,2022-11-12T03:48:53.949Z,51,"5496-S-Hyde-Park-Blvd,-Apt-1207,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1207,450,,
"5496 S Hyde Park Blvd, Apt 1001, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1559,2022-11-04T03:34:29.280Z,2022-10-18T02:28:49.545Z,,Cook County,Apartment,2022-10-17T09:03:52.000Z,Inactive,2022-11-12T03:47:37.652Z,26,"5496-S-Hyde-Park-Blvd,-Apt-1001,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 1001,,,
"5496 S Hyde Park Blvd, Apt 1209, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1060,2022-10-29T03:05:29.968Z,2022-10-18T00:47:46.832Z,,Cook County,Apartment,2022-10-20T21:59:42.000Z,Inactive,2022-11-05T03:46:35.138Z,16,"5496-S-Hyde-Park-Blvd,-Apt-1209,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1209,,,
"5528 S Everett Ave, Apt 1E, Chicago, IL 60637",5528 S Everett Ave,Chicago,IL,60637,925,2022-10-26T03:16:39.751Z,2022-06-13T03:11:19.527Z,,Cook County,Apartment,2022-10-15T09:02:45.000Z,Inactive,2022-11-02T03:43:37.733Z,18,"5528-S-Everett-Ave,-Apt-1E,-Chicago,-IL-60637",41.794327,-87.58295,1,,Apt 1E,,,
"5496 S Hyde Park Blvd, Apt 803, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1839,2022-10-20T03:38:50.163Z,2022-07-25T03:39:38.172Z,,Cook County,Apartment,2022-09-13T09:03:21.000Z,Inactive,2022-10-27T03:46:07.083Z,44,"5496-S-Hyde-Park-Blvd,-Apt-803,-Chicago,-IL-60615",41.795574,-87.584387,2,2,Apt 803,1375,,
"5496 S Hyde Park Blvd, Apt 405, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1526,2022-10-16T03:14:26.296Z,2022-10-02T00:25:48.012Z,,Cook County,Apartment,2022-10-10T08:58:27.000Z,Inactive,2022-10-23T03:43:58.926Z,13,"5496-S-Hyde-Park-Blvd,-Apt-405,-Chicago,-IL-60615",41.795574,-87.584387,1,2,Apt 405,975,,
"5496 S Hyde Park Blvd, Apt 701, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1395,2022-10-13T03:41:39.526Z,2022-09-14T02:37:40.777Z,,Cook County,Apartment,2022-09-13T09:03:21.000Z,Inactive,2022-10-21T03:43:23.990Z,38,"5496-S-Hyde-Park-Blvd,-Apt-701,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 701,875,,
"5496 S Hyde Park Blvd, Apt 508, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,982,2022-10-13T03:23:26.483Z,2022-09-26T02:50:03.507Z,,Cook County,Apartment,2022-10-05T09:00:32.000Z,Inactive,2022-10-21T03:43:23.990Z,16,"5496-S-Hyde-Park-Blvd,-Apt-508,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 508,525,,
"5496 S Hyde Park Blvd, Apt 506, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1227,2022-10-13T01:27:28.477Z,2022-10-12T02:12:14.855Z,,Cook County,Apartment,2022-10-12T22:02:24.000Z,Inactive,2022-10-21T03:43:23.990Z,9,"5496-S-Hyde-Park-Blvd,-Apt-506,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 506,575,,
"5496 S Hyde Park Blvd, Apt 406, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1228,2022-10-10T03:31:56.525Z,2022-02-23T03:18:46.633Z,,Cook County,Apartment,2022-09-22T09:03:16.000Z,Inactive,2022-10-17T03:42:38.445Z,25,"5496-S-Hyde-Park-Blvd,-Apt-406,-Chicago,-IL-60615",41.795574,-87.584386,1,1,Apt 406,575,,
"5496 S Hyde Park Blvd, Apt 603, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1668,2022-10-07T03:36:33.458Z,2022-09-26T02:32:33.092Z,,Cook County,Apartment,2022-09-25T09:03:06.000Z,Inactive,2022-10-14T03:47:34.765Z,19,"5496-S-Hyde-Park-Blvd,-Apt-603,-Chicago,-IL-60615",41.795574,-87.584387,2,2,Apt 603,1375,,
"5496 S Hyde Park Blvd, Apt 1202, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1076,2022-10-01T03:00:08.305Z,2022-06-14T03:36:52.429Z,,Cook County,Apartment,2022-09-26T08:52:38.000Z,Inactive,2022-10-08T03:40:05.257Z,12,"5496-S-Hyde-Park-Blvd,-Apt-1202,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 1202,450,,
"5496 S Hyde Park Blvd, Apt 1007, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1188,2022-09-22T02:29:20.141Z,2022-02-23T03:20:27.686Z,,Cook County,Apartment,2022-09-21T08:56:59.000Z,Inactive,2022-09-29T03:30:27.500Z,8,"5496-S-Hyde-Park-Blvd,-Apt-1007,-Chicago,-IL-60615",41.795574,-87.584386,1,,Apt 1007,450,,
"1642 E 56th St, Apt 1214, Chicago, IL 60637",1642 E 56th St,Chicago,IL,60637,1525,2022-09-17T02:53:33.139Z,2022-07-03T03:33:17.270Z,,Cook County,Apartment,2022-09-14T22:02:50.000Z,Inactive,2022-09-24T03:29:52.931Z,10,"1642-E-56th-St,-Apt-1214,-Chicago,-IL-60637",41.793838,-87.584661,1,,Apt 1214,546,,
"5501 S Cornell Ave, Unit 0A, Chicago, IL 60637",5501 S Cornell Ave,Chicago,IL,60637,1200,2022-09-15T01:52:49.149Z,2022-09-15T01:39:20.468Z,,Cook County,Apartment,2022-09-14T22:02:50.000Z,Inactive,2022-09-22T03:29:34.956Z,8,"5501-S-Cornell-Ave,-Unit-0A,-Chicago,-IL-60637",41.795052,-87.584988,1,,Unit 0A,,,
"5496 S Hyde Park Blvd, Apt 702, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,898,2022-09-10T03:08:02.396Z,2022-09-05T01:04:21.257Z,,Cook County,Apartment,2022-09-04T22:02:23.000Z,Inactive,2022-09-17T03:28:12.281Z,13,"5496-S-Hyde-Park-Blvd,-Apt-702,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 702,450,,
"5496 S Hyde Park Blvd, Apt 709, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,893,2022-09-10T02:57:08.826Z,2022-07-11T03:32:19.050Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-09-17T03:28:12.281Z,9,"5496-S-Hyde-Park-Blvd,-Apt-709,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 709,525,,
"5496 S Hyde Park Blvd, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1197,2022-09-08T03:25:55.107Z,2019-11-07T10:05:46.208Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5496-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.795574,-87.584387,,,,,1926,
"1616 E 56th St, Chicago, IL 60637",1616 E 56th St,Chicago,IL,60637,2700,2022-09-08T03:25:43.361Z,2019-11-07T10:05:48.499Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"1616-E-56th-St,-Chicago,-IL-60637",41.79376,-87.58587,1,3,,,2018,
"5540 S Hyde Park Blvd, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,675,2022-09-08T03:25:41.087Z,2019-08-07T12:43:27.328Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5540-S-Hyde-Park-Blvd,-Chicago,-IL-60637",41.794034,-87.58427,1,0,,,1938,
"5480 S Cornell Ave, Chicago, IL 60615",5480 S Cornell Ave,Chicago,IL,60615,825,2022-09-08T03:25:31.877Z,2019-11-07T10:07:16.568Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5480-S-Cornell-Ave,-Chicago,-IL-60615",41.795815,-87.58604,1,0,,,1923,
"5540 S Hyde Park Blvd, Apt 225, Chicago, IL 60637",5540 S Hyde Park Blvd,Chicago,IL,60637,795,2022-09-07T03:24:51.436Z,2022-09-07T03:24:51.436Z,,Cook County,Apartment,2022-09-07T03:24:51.436Z,Inactive,2022-09-14T03:28:09.920Z,8,"5540-S-Hyde-Park-Blvd,-Apt-225,-Chicago,-IL-60637",41.794035,-87.58427,1,,Apt 225,350,,
"5496 S Hyde Park Blvd, Apt 509, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,959,2022-09-04T03:14:49.280Z,2022-08-15T01:47:01.744Z,,Cook County,Apartment,2022-08-17T08:20:33.000Z,Inactive,2022-09-11T03:27:22.425Z,25,"5496-S-Hyde-Park-Blvd,-Apt-509,-Chicago,-IL-60615",41.795574,-87.584387,1,,Apt 509,525,,
"5496 S Hyde Park Blvd, Apt 1206, Chicago, IL 60615",5496 S Hyde Park Blvd,Chicago,IL,60615,1293,2022-09-01T03:22:49.155Z,2022-06-07T03:36:39.904Z,,Cook County,Apartment,2022-07-10T21:17:48.000Z,Inactive,2022-09-08T03:26:27.399Z,60,"5496-S-Hyde-Park-Blvd,-Apt-1206,-Chicago,-IL-60615",41.795574,-87.584387,1,1,Apt 1206,575,,
"5460 S Cornell Ave, Apt 3W, Chicago, IL 60615",5460 S Cornell Ave,Chicago,IL,60615,1450,2022-08-18T02:40:46.967Z,2022-08-18T02:40:46.967Z,,Cook County,Condo,2022-08-16T20:07:19.000Z,Inactive,2022-08-25T03:23:26.413Z,9,"5460-S-Cornell-Ave,-Apt-3W,-Chicago,-IL-60615",41.796449,-87.586001,1,2,Apt 3W,900,1920,
"5528-32 S Cornell Ave, Unit 30F3, Chicago, IL 60637",5528-32 S Cornell Ave,Chicago,IL,60637,1065,2022-08-17T02:41:59.759Z,2022-08-12T00:26:00.123Z,,Cook County,Apartment,2022-08-11T21:11:07.000Z,Inactive,2022-08-24T03:23:16.331Z,13,"5528-32-S-Cornell-Ave,-Unit-30F3,-Chicago,-IL-60637",41.794445,-87.585416,1,,Unit 30F3,,,
"5507 5509 S Hyde Park Blvd, Chicago, IL 60637",5507 5509 S Hyde Park Blvd,Chicago,IL,60637,4750,2022-08-06T09:50:59.281Z,2020-06-27T20:03:45.037Z,,Cook County,Single Family,2021-06-20T02:49:48.132Z,Inactive,2022-08-14T03:23:48.545Z,421,"5507-5509-S-Hyde-Park-Blvd,-Chicago,-IL-60637",41.794895,-87.583918,1,6,,,,
